Player_Name,Market_Value
Ryan Christie,"10,00 mio. €"
Alex Scott,"20,00 mio. €"
Lewis Cook,"15,00 mio. €"
Philip Billing,"10,00 mio. €"
Romain Faivre,"6,00 mio. €"
Marcus Tavernier,"18,00 mio. €"
Justin Kluivert,"35,00 mio. €"
Hamed Junior Traoré,"20,00 mio. €"
Antoine Semenyo,"40,00 mio. €"
Dango Ouattara,"28,00 mio. €"
Luis Sinisterra,"15,00 mio. €"
David Brooks,"10,00 mio. €"
Evanilson,"35,00 mio. €"
Eli Junior Kroupi,"15,00 mio. €"
Enes Ünal,"10,00 mio. €"
Joan García,"25,00 mio. €"
Marc-André ter Stegen,"12,00 mio. €"
Iñaki Peña,"8,00 mio. €"
Wojciech Szczesny,"1,00 mio. €"
Pau Cubarsí,"80,00 mio. €"
Ronald Araujo,"35,00 mio. €"
Eric García,"18,00 mio. €"
Andreas Christensen,"12,00 mio. €"
Iñigo Martínez,"5,00 mio. €"
Alejandro Balde,"60,00 mio. €"
Gerard Martín,"12,00 mio. €"
Jules Koundé,"65,00 mio. €"
Héctor Fort,"10,00 mio. €"
Marc Casadó,"30,00 mio. €"
Marc Bernal,"5,00 mio. €"
Oriol Romeu,"1,20 mio. €"
Pedri,"140,00 mio. €"
Gavi,"60,00 mio. €"
Frenkie de Jong,"45,00 mio. €"
Dani Olmo,"60,00 mio. €"
Fermín López,"50,00 mio. €"
Raphinha,"90,00 mio. €"
Lamine Yamal,"200,00 mio. €"
Ferran Torres,"40,00 mio. €"
Robert Lewandowski,"12,00 mio. €"
Pau Víctor,"4,00 mio. €"
Jonas Urbig,"12,00 mio. €"
Manuel Neuer,"4,00 mio. €"
Daniel Peretz,"3,00 mio. €"
Leon Klanac,-
Dayot Upamecano,"50,00 mio. €"
Min-jae Kim,"40,00 mio. €"
Jonathan Tah,"30,00 mio. €"
Hiroki Ito,"25,00 mio. €"
Tarek Buchmann,500 K €
Alphonso Davies,"50,00 mio. €"
Raphaël Guerreiro,"8,00 mio. €"
Adam Aznou,"4,00 mio. €"
Josip Stanisic,"32,00 mio. €"
Konrad Laimer,"25,00 mio. €"
Sacha Boey,"18,00 mio. €"
Aleksandar Pavlovic,"55,00 mio. €"
Joshua Kimmich,"45,00 mio. €"
João Palhinha,"30,00 mio. €"
David Santos Daiber,-
Tom Bischof,"30,00 mio. €"
Leon Goretzka,"22,00 mio. €"
Jamal Musiala,"140,00 mio. €"
Paul Wanner,"18,00 mio. €"
Lovro Zvonarek,"1,50 mio. €"
Lennart Karl,"1,50 mio. €"
Kingsley Coman,"30,00 mio. €"
Serge Gnabry,"22,00 mio. €"
Bryan Zaragoza,"12,00 mio. €"
Michael Olise,"100,00 mio. €"
Thomas Müller,"6,00 mio. €"
Harry Kane,"75,00 mio. €"
Jonah Kusi-Asare,"2,50 mio. €"
Oliver Baumann,"3,00 mio. €"
Luca Philipp,750 K €
Lúkas Petersson,250 K €
Koki Machida,"11,00 mio. €"
Bernardo,"5,50 mio. €"
Ozan Kabak,"5,00 mio. €"
Arthur Chaves,"5,00 mio. €"
Robin Hranac,"3,50 mio. €"
Tim Drexler,"3,00 mio. €"
Kevin Akpoguma,"2,50 mio. €"
Stanley Nsoki,"2,50 mio. €"
Alexander Prass,"5,00 mio. €"
Hennes Behrens,350 K €
Valentin Gendrey,"7,00 mio. €"
Anton Stach,"14,00 mio. €"
Leon Avdullahu,"10,00 mio. €"
Florian Grillitsch,"2,00 mio. €"
Luka Hyryläinen,"2,00 mio. €"
Umut Tohumcu,"6,00 mio. €"
Grischa Prömel,"3,00 mio. €"
Dennis Geiger,"2,00 mio. €"
Finn Becker,"2,00 mio. €"
Muhammed Damar,"7,00 mio. €"
Andrej Kramaric,"4,00 mio. €"
Bazoumana Touré,"9,00 mio. €"
Marius Bülter,"2,50 mio. €"
Adam Hlozek,"18,00 mio. €"
Gift Orban,"10,00 mio. €"
Fisnik Asllani,"8,00 mio. €"
Max Moerstedt,"7,00 mio. €"
Tim Lemperle,"5,00 mio. €"
Mergim Berisha,"3,50 mio. €"
Erencan Yardımcı,"2,50 mio. €"
Deniz Zeitler,"1,50 mio. €"
Ihlas Bebou,"1,00 mio. €"
David Mokwa,"1,00 mio. €"
Frederik Rönnow,"3,00 mio. €"
Matheo Raab,600 K €
Carl Klaus,350 K €
Yannic Stein,200 K €
Diogo Leite,"17,00 mio. €"
Danilho Doekhi,"13,00 mio. €"
Leopold Querfeld,"13,00 mio. €"
Oluwaseun Ogbemudia,-
Tom Rothe,"10,00 mio. €"
Andrik Markgraf,-
Josip Juranovic,"4,00 mio. €"
Christopher Trimmel,600 K €
Aljoscha Kemlein,"7,00 mio. €"
Rani Khedira,"2,50 mio. €"
Lucas Tousart,"2,50 mio. €"
Alex Král,"6,00 mio. €"
András Schäfer,"5,00 mio. €"
László Bénes,"3,00 mio. €"
Janik Haberer,"2,50 mio. €"
Robert Skov,"4,00 mio. €"
Woo-yeong Jeong,"4,00 mio. €"
Livan Burcu,"4,00 mio. €"
David Preu,400 K €
Tim Skarke,"2,00 mio. €"
Ilyas Ansah,"4,00 mio. €"
Andrej Ilic,"4,00 mio. €"
Marin Ljubicic,"4,00 mio. €"
Oliver Burke,"3,00 mio. €"
Michele Di Gregorio,"18,00 mio. €"
Mattia Perin,"2,50 mio. €"
Carlo Pinsoglio,200 K €
Bremer,"50,00 mio. €"
Pierre Kalulu,"28,00 mio. €"
Federico Gatti,"24,00 mio. €"
Lloyd Kelly,"16,00 mio. €"
Tiago Djaló,"8,00 mio. €"
Facundo González,"3,00 mio. €"
Daniele Rugani,"3,00 mio. €"
Andrea Cambiaso,"35,00 mio. €"
Juan Cabal,"9,00 mio. €"
Jonas Rouhi,"2,00 mio. €"
Nicolò Savona,"12,00 mio. €"
Alberto Costa,"10,00 mio. €"
Manuel Locatelli,"30,00 mio. €"
Arthur Melo,"5,00 mio. €"
Khéphren Thuram,"40,00 mio. €"
Douglas Luiz,"30,00 mio. €"
Weston McKennie,"22,00 mio. €"
Fabio Miretti,"14,00 mio. €"
Filip Kostić,"5,00 mio. €"
Teun Koopmeiners,"35,00 mio. €"
Vasilije Adžić,"4,00 mio. €"
Kenan Yıldız,"50,00 mio. €"
Samuel Mbangula,"14,00 mio. €"
Nico González,"24,00 mio. €"
Timothy Weah,"17,00 mio. €"
Jonathan David,"45,00 mio. €"
Dušan Vlahović,"35,00 mio. €"
Arkadiusz Milik,"2,00 mio. €"
Lukasz Skorupski,"2,50 mio. €"
Federico Ravaglia,"1,50 mio. €"
Thomas Gillier,"1,20 mio. €"
Sam Beukema,"28,00 mio. €"
Jhon Lucumí,"22,00 mio. €"
Martin Vitík,"11,00 mio. €"
Stefan Posch,"8,00 mio. €"
Nicolò Casale,"6,00 mio. €"
Martin Erlić,"4,00 mio. €"
Mihajlo Ilić,"3,50 mio. €"
Joaquín Sosa,900 K €
Kevin Bonifazi,750 K €
Juan Miranda,"15,00 mio. €"
Tommaso Corazza,"1,50 mio. €"
Charalampos Lykogiannis,"1,50 mio. €"
Emil Holm,"8,00 mio. €"
Lorenzo De Silvestri,800 K €
Nikola Moro,"4,50 mio. €"
Oussama El Azzouzi,"1,40 mio. €"
Lewis Ferguson,"28,00 mio. €"
Michel Aebischer,"7,50 mio. €"
Kacper Urbanski,"6,00 mio. €"
Remo Freuler,"5,00 mio. €"
Jens Odgaard,"12,00 mio. €"
Giovanni Fabbian,"12,00 mio. €"
Benja Domínguez,"15,00 mio. €"
Nicolò Cambiaghi,"8,50 mio. €"
Jesper Karlsson,"4,00 mio. €"
Dan Ndoye,"35,00 mio. €"
Riccardo Orsolini,"25,00 mio. €"
Orji Okwonkwo,250 K €
Santiago Castro,"35,00 mio. €"
Thijs Dallinga,"12,00 mio. €"
Ciro Immobile,"2,20 mio. €"
Tommaso Ebone,275 K €
Caoimhín Kelleher,"20,00 mio. €"
Hákon Rafn Valdimarsson,"2,50 mio. €"
Matthew Cox,800 K €
Ellery Balcombe,400 K €
Julian Eyestone,-
Nathan Collins,"28,00 mio. €"
Sepp van den Berg,"22,00 mio. €"
Kristoffer Ajer,"18,00 mio. €"
Ethan Pinnock,"7,00 mio. €"
Ji-soo Kim,600 K €
Benjamin Arthur,-
Keane Lewis-Potter,"23,00 mio. €"
Rico Henry,"15,00 mio. €"
Jayden Meghoma,500 K €
Michael Kayode,"18,00 mio. €"
Aaron Hickey,"10,00 mio. €"
Mads Roerslev,"6,00 mio. €"
Vitaly Janelt,"20,00 mio. €"
Yunus Emre Konak,"4,50 mio. €"
Jordan Henderson,"2,50 mio. €"
Yegor Yarmolyuk,"15,00 mio. €"
Mathias Jensen,"14,00 mio. €"
Frank Onyeka,"7,00 mio. €"
Paris Maghoma,800 K €
Ryan Trevitt,275 K €
Mikkel Damsgaard,"28,00 mio. €"
Antoni Milambo,"18,00 mio. €"
Fábio Carvalho,"14,00 mio. €"
Kevin Schade,"30,00 mio. €"
Gustavo Nunes,"10,00 mio. €"
Myles Peart-Harris,900 K €
Bryan Mbeumo,"55,00 mio. €"
Romelle Donovan,800 K €
Yoane Wissa,"32,00 mio. €"
Igor Thiago,"18,00 mio. €"
Moritz Nicolas,"5,00 mio. €"
Jonas Omlin,"2,50 mio. €"
Tiago Pereira Cardoso,"1,50 mio. €"
Tobias Sippel,300 K €
Ko Itakura,"12,00 mio. €"
Nico Elvedi,"8,00 mio. €"
Marvin Friedrich,"3,50 mio. €"
Fabio Chiarodia,"2,00 mio. €"
Lukas Ullrich,"8,00 mio. €"
Luca Netz,"6,00 mio. €"
Joe Scally,"10,00 mio. €"
Kevin Diks,"5,00 mio. €"
Julian Weigl,"6,00 mio. €"
Niklas Swider,250 K €
Rocco Reitz,"15,00 mio. €"
Jens Castrop,"6,00 mio. €"
Philipp Sander,"4,00 mio. €"
Florian Neuhaus,"3,50 mio. €"
Oscar Fraulo,"3,50 mio. €"
Kevin Stöger,"3,50 mio. €"
Robin Hack,"12,00 mio. €"
Yvandro Borges Sanches,500 K €
Franck Honorat,"12,00 mio. €"
Nathan Ngoumou,"4,00 mio. €"
Charles Herrmann,300 K €
Tim Kleindienst,"17,00 mio. €"
Tomas Cvancara,"3,00 mio. €"
Haris Tabakovic,"2,50 mio. €"
Shio Fukuda,500 K €
Grant-Leon Ranos,500 K €
Marvin Schwäbe,"2,00 mio. €"
Ron-Robert Zieler,500 K €
Matthias Köbbing,100 K €
Timo Hübers,"3,00 mio. €"
Julian Pauli,"2,50 mio. €"
Joël Schmied,"2,00 mio. €"
Dominique Heintz,800 K €
Luca Kilian,400 K €
Neo Telle,300 K €
Leart Paçarada,"1,50 mio. €"
Jusuf Gazibegovic,"4,00 mio. €"
Sebastian Sebulonsen,"2,50 mio. €"
Eric Martel,"6,00 mio. €"
Jacob Christensen,800 K €
Fayssal Harchaoui,-
Ísak Jóhannesson,"7,00 mio. €"
Tom Krauß,"4,00 mio. €"
Denis Huseinbasic,"2,80 mio. €"
Emin Kujovic,125 K €
Florian Kainz,"1,70 mio. €"
Jakub Kaminski,"5,00 mio. €"
Linton Maina,"4,00 mio. €"
Said El Mala,"3,00 mio. €"
Jan Thielmann,"3,00 mio. €"
Ragnar Ache,"7,00 mio. €"
Luca Waldschmidt,"2,00 mio. €"
Imad Rondic,"1,50 mio. €"
Steffen Tigges,700 K €
Sargis Adamyan,400 K €
Florian Dietz,300 K €
Malek El Mala,250 K €
Daniel Heuer Fernandes,900 K €
Hannes Hermann,150 K €
Fernando Dickes,-
Jordan Torunarigha,"4,00 mio. €"
Aboubaka Soumahoro,"1,80 mio. €"
Sebastian Schonlau,800 K €
Gui Ramos,700 K €
Joel Agyekum,200 K €
Miro Muheim,"4,00 mio. €"
Noah Katterbach,600 K €
William Mikelbrencis,"2,00 mio. €"
Silvan Hefti,"1,00 mio. €"
Daniel Elfadli,"3,50 mio. €"
Jonas Meffert,"1,00 mio. €"
Nicolás Capaldo,"5,00 mio. €"
Nicolai Remberg,"3,00 mio. €"
Lukasz Poreba,"1,00 mio. €"
Anssi Suhonen,450 K €
Immanuel Pherai,"2,00 mio. €"
Bilal Yalcinkaya,300 K €
Jean-Luc Dompé,"3,50 mio. €"
Alexander Røssing-Lelesiit,"2,00 mio. €"
Fabio Baldé,"2,00 mio. €"
Levin Öztunali,300 K €
Emir Sahiti,"2,00 mio. €"
Bakery Jatta,"1,00 mio. €"
Ransford Königsdörffer,"6,00 mio. €"
Yussuf Poulsen,"5,00 mio. €"
Rayan Philippe,"3,50 mio. €"
Robert Glatzel,"3,00 mio. €"
Otto Stange,"2,00 mio. €"
Mile Svilar,"25,00 mio. €"
Pierluigi Gollini,"1,00 mio. €"
Pietro Boer,300 K €
Evan Ndicka,"30,00 mio. €"
Gianluca Mancini,"15,00 mio. €"
Marash Kumbulla,"7,50 mio. €"
Mario Hermoso,"7,00 mio. €"
Angeliño,"20,00 mio. €"
Anass Salah-Eddine,"8,00 mio. €"
Devyne Rensch,"10,00 mio. €"
Zeki Çelik,"6,00 mio. €"
Saud Abdulhamid,"3,00 mio. €"
Mattia Mannini,"1,00 mio. €"
Buba Sangaré,"1,00 mio. €"
Bryan Cristante,"7,00 mio. €"
Ebrima Darboe,"1,00 mio. €"
Manu Koné,"40,00 mio. €"
Niccolò Pisilli,"13,00 mio. €"
Edoardo Bove,"5,00 mio. €"
Tommaso Baldanzi,"12,00 mio. €"
Lorenzo Pellegrini,"9,00 mio. €"
Stephan El Shaarawy,"3,50 mio. €"
Luigi Cherubini,"2,00 mio. €"
Matías Soulé,"30,00 mio. €"
Ola Solbakken,"2,30 mio. €"
Paulo Dybala,"8,00 mio. €"
Artem Dovbyk,"30,00 mio. €"
Zion Suzuki,"20,00 mio. €"
Edoardo Corvi,350 K €
Filippo Rinaldi,325 K €
Giovanni Leoni,"18,00 mio. €"
Alessandro Circati,"8,00 mio. €"
Botond Balogh,"2,40 mio. €"
Lautaro Valenti,"1,50 mio. €"
Peter Amoran,150 K €
Mathias Løvik,"5,00 mio. €"
Emanuele Valeri,"3,00 mio. €"
Enrico Delprato,"6,50 mio. €"
Antoine Hainaut,"1,00 mio. €"
Mandela Keita,"12,00 mio. €"
Nahuel Estévez,"2,00 mio. €"
Adrián Bernabé,"15,00 mio. €"
Christian Ordóñez,"7,00 mio. €"
Simon Sohm,"5,00 mio. €"
Rachid Kouda,"3,30 mio. €"
Hernani,"1,60 mio. €"
Jacob Ondrejka,"8,00 mio. €"
Adrian Benedyczak,"4,50 mio. €"
Valentin Mihăilă,"3,00 mio. €"
Antoine Joujou,"2,00 mio. €"
Tjas Begic,700 K €
Dennis Man,"10,00 mio. €"
Pontus Almqvist,"2,50 mio. €"
Anas Haj Mohamed,"1,80 mio. €"
Anthony Partipilo,500 K €
Mateusz Kowalski,300 K €
Mateo Pellegrino,"6,00 mio. €"
Milan Djuric,"1,50 mio. €"
Gabriel Charpentier,"1,30 mio. €"
Dario Sits,400 K €
Nick Pope,"8,00 mio. €"
Odysseas Vlachodimos,"5,00 mio. €"
Martin Dúbravka,"1,00 mio. €"
Mark Gillespie,200 K €
Sven Botman,"42,00 mio. €"
Fabian Schär,"7,00 mio. €"
Dan Burn,"6,00 mio. €"
Jamaal Lascelles,"4,00 mio. €"
Lewis Hall,"32,00 mio. €"
Matt Targett,"5,00 mio. €"
Alex Murphy,300 K €
Tino Livramento,"40,00 mio. €"
Kieran Trippier,"4,00 mio. €"
Emil Krafth,"2,00 mio. €"
Harrison Ashby,"1,40 mio. €"
Bruno Guimarães,"80,00 mio. €"
Isaac Hayden,700 K €
Sandro Tonali,"60,00 mio. €"
Joelinton,"35,00 mio. €"
Joe Willock,"22,00 mio. €"
Lewis Miley,"22,00 mio. €"
Sean Longstaff,"20,00 mio. €"
Joe White,275 K €
Anthony Gordon,"65,00 mio. €"
Harvey Barnes,"35,00 mio. €"
Antoñito Cordero,"2,00 mio. €"
Anthony Elanga,"42,00 mio. €"
Jacob Murphy,"16,00 mio. €"
Alexander Isak,"120,00 mio. €"
William Osula,"7,00 mio. €"
Illan Meslier,"16,00 mio. €"
Karl Darlow,200 K €
Alex Cairns,100 K €
Ethan Ampadu,"20,00 mio. €"
Jaka Bijol,"18,00 mio. €"
Pascal Struijk,"18,00 mio. €"
Joe Rodon,"10,00 mio. €"
Sebastiaan Bornauw,"6,00 mio. €"
Gabriel Gudmundsson,"7,00 mio. €"
Sam Byram,800 K €
Jayden Bogle,"9,00 mio. €"
Isaac Schmidt,"2,20 mio. €"
Ao Tanaka,"10,00 mio. €"
Ilia Gruev,"5,00 mio. €"
Charlie Crew,150 K €
Darko Gyabi,"1,80 mio. €"
Brenden Aaronson,"15,00 mio. €"
Largie Ramazani,"7,50 mio. €"
Wilfried Gnonto,"22,00 mio. €"
Daniel James,"18,00 mio. €"
Jack Harrison,"14,00 mio. €"
Joël Piroe,"18,00 mio. €"
Sam Greenwood,"4,50 mio. €"
Mateo Joseph,"3,50 mio. €"
Lukas Nmecha,"3,00 mio. €"
Joe Gelhardt,"3,00 mio. €"
Patrick Bamford,"2,00 mio. €"
Jan Oblak,"20,00 mio. €"
Juan Musso,"3,50 mio. €"
Robin Le Normand,"40,00 mio. €"
José María Giménez,"20,00 mio. €"
Clément Lenglet,"7,50 mio. €"
Matteo Ruggeri,"16,00 mio. €"
Javi Galán,"4,00 mio. €"
Nahuel Molina,"20,00 mio. €"
Johnny Cardoso,"25,00 mio. €"
Pablo Barrios,"55,00 mio. €"
Conor Gallagher,"40,00 mio. €"
Rodrigo De Paul,"25,00 mio. €"
Koke,"8,00 mio. €"
Saúl Ñíguez,"3,00 mio. €"
Marcos Llorente,"25,00 mio. €"
Thiago Almada,"25,00 mio. €"
Thomas Lemar,"5,00 mio. €"
Álex Baena,"55,00 mio. €"
Samuel Lino,"22,00 mio. €"
Carlos Martín,"2,80 mio. €"
Giuliano Simeone,"35,00 mio. €"
Julián Alvarez,"100,00 mio. €"
Alexander Sørloth,"25,00 mio. €"
Antoine Griezmann,"18,00 mio. €"
Julen Agirrezabala,"15,00 mio. €"
Stole Dimitrievski,"2,50 mio. €"
Cristian Rivero,100 K €
Cristhian Mosquera,"30,00 mio. €"
César Tárrega,"10,00 mio. €"
Eray Cömert,"2,00 mio. €"
Mouctar Diakhaby,"2,00 mio. €"
Cenk Özkacar,"1,20 mio. €"
José Gayà,"9,00 mio. €"
Jesús Vázquez,"3,00 mio. €"
Thierry Correia,"3,00 mio. €"
Dimitri Foulquier,"1,50 mio. €"
Pepelu,"9,00 mio. €"
Hugo Guillamón,"2,50 mio. €"
Javi Guerra,"25,00 mio. €"
André Almeida,"10,00 mio. €"
Luis Rioja,"2,00 mio. €"
Sergi Canós,"1,00 mio. €"
Diego López,"15,00 mio. €"
Fran Pérez,"3,00 mio. €"
Dani Raba,"2,50 mio. €"
Hugo Duro,"14,00 mio. €"
Alberto Marí,"1,00 mio. €"
Ionuț Radu,"2,50 mio. €"
Iván Villar,900 K €
Javi Rodríguez,"15,00 mio. €"
Carl Starfelt,"6,00 mio. €"
Unai Núñez,"3,00 mio. €"
Carlos Domínguez,"3,00 mio. €"
Joseph Aidoo,"1,20 mio. €"
Yoel Lago,"1,00 mio. €"
Manu Fernández,200 K €
Manu Sánchez,"6,00 mio. €"
Marcos Alonso,"1,50 mio. €"
Mihailo Ristic,900 K €
Óscar Mingueza,"20,00 mio. €"
Sergio Carreira,"4,00 mio. €"
Javi Rueda,800 K €
Damián Rodríguez,"3,00 mio. €"
Fran Beltrán,"8,00 mio. €"
Ilaix Moriba,"6,00 mio. €"
Hugo Sotelo,"4,00 mio. €"
Hugo Álvarez,"7,50 mio. €"
Williot Swedberg,"5,00 mio. €"
Franco Cervi,800 K €
Ferran Jutglà,"8,00 mio. €"
Pablo Durán,"3,50 mio. €"
Iago Aspas,"2,00 mio. €"
Dominik Greif,"6,00 mio. €"
Leo Román,"5,00 mio. €"
Lucas Bergström,700 K €
Iván Cuéllar,100 K €
Martin Valjent,"6,00 mio. €"
José Copete,"3,00 mio. €"
Siebe Van der Heyden,"2,50 mio. €"
Antonio Raíllo,"1,80 mio. €"
David López,500 K €
Johan Mojica,"2,00 mio. €"
Toni Lato,"1,80 mio. €"
Pablo Maffeo,"5,00 mio. €"
Mateu Morey,800 K €
Samú Costa,"15,00 mio. €"
Omar Mascarell,900 K €
Sergi Darder,"4,00 mio. €"
Manu Morlanes,"2,50 mio. €"
Antonio Sánchez,"2,50 mio. €"
Pablo Torre,"6,00 mio. €"
Dani Rodríguez,800 K €
Daniel Luna,500 K €
Javi Llabrés,800 K €
Takuma Asano,"2,50 mio. €"
Vedat Muriqi,"5,00 mio. €"
Cyle Larin,"3,50 mio. €"
Abdón Prats,"1,20 mio. €"
Marc Domènech,"1,00 mio. €"
Augusto Batalla,"6,00 mio. €"
Dani Cárdenas,"1,80 mio. €"
Luiz Felipe,"5,00 mio. €"
Abdul Mumin,"5,00 mio. €"
Florian Lejeune,"2,50 mio. €"
Pelayo Fernández,500 K €
Pep Chavarría,"5,00 mio. €"
Alfonso Espino,"1,20 mio. €"
Andrei Rațiu,"12,00 mio. €"
Iván Balliu,"1,40 mio. €"
Gerard Gumbau,"1,50 mio. €"
Pedro Díaz,"3,00 mio. €"
Unai López,"2,50 mio. €"
Óscar Valentín,"2,50 mio. €"
Pathé Ciss,"2,00 mio. €"
Randy Nteka,"1,50 mio. €"
Oscar Trejo,500 K €
Álvaro García,"2,00 mio. €"
Jorge de Frutos,"4,00 mio. €"
Isi Palazón,"3,50 mio. €"
Sergio Camello,"3,00 mio. €"
Raúl de Tomás,700 K €
Etienne Eto'o,200 K €
Pablo Campos,"1,50 mio. €"
Alfonso Pastor,200 K €
Alan Matturro,"7,00 mio. €"
Matías Moreno,"3,40 mio. €"
Adrián de la Fuente,"1,20 mio. €"
Unai Elgezabal,700 K €
Jorge Cabello,700 K €
Diego Pampín,"1,20 mio. €"
Jeremy Toljan,"2,40 mio. €"
Víctor García,800 K €
Oriol Rey,"1,60 mio. €"
Kervin Arriaga,"1,50 mio. €"
Jon Ander Olasagasti,"4,00 mio. €"
Pablo Martínez,"2,00 mio. €"
Sergio Lozano,"1,50 mio. €"
Óscar Clemente,500 K €
Roger Brugué,"2,00 mio. €"
Carlos Álvarez,"6,00 mio. €"
Carlos Espí,"2,00 mio. €"
Iván Romero,"1,50 mio. €"
José Luis Morales,500 K €
Stefano Turati,"6,50 mio. €"
Gioele Zacchi,600 K €
Giacomo Satalino,400 K €
Alessandro Russo,300 K €
Tarik Muharemović,"7,00 mio. €"
Cas Odenthal,"2,80 mio. €"
Ruan,"2,00 mio. €"
Filippo Romagna,800 K €
Kevin Miranda,350 K €
Josh Doig,"5,00 mio. €"
Edoardo Pieragnolo,"2,40 mio. €"
Filippo Missori,"1,30 mio. €"
Yeferson Paz,450 K €
Daniel Boloca,"7,50 mio. €"
Luca Lipani,"3,50 mio. €"
Andrea Ghion,900 K €
Fabrizio Caligara,900 K €
Edoardo Iannoni,750 K €
Kristian Thorstvedt,"9,00 mio. €"
Cristian Volpato,"6,50 mio. €"
Armand Laurienté,"15,00 mio. €"
Riccardo Ciervo,700 K €
Domenico Berardi,"8,00 mio. €"
Nicholas Pierini,"3,00 mio. €"
Andrea Pinamonti,"15,00 mio. €"
Agustín Álvarez,"4,00 mio. €"
Samuele Mulattieri,"4,00 mio. €"
Laurs Skjellerup,"2,80 mio. €"
Luca Moro,"2,00 mio. €"
Flavio Russo,800 K €
Karl-Johan Johnsson,300 K €
Ismaël Doukouré,"18,00 mio. €"
Abakar Sylla,"10,00 mio. €"
Andrew Omobamidele,"8,00 mio. €"
Soumaïla Coulibaly,"8,00 mio. €"
Saïdou Sow,"6,00 mio. €"
Eduard Sobol,900 K €
Guéla Doué,"18,00 mio. €"
Junior Mwanga,"6,00 mio. €"
Maxi Oyedele,"4,00 mio. €"
Rabby Nzingoula,"2,50 mio. €"
Valentín Barco,"12,00 mio. €"
Mathis Amougou,"10,00 mio. €"
Pape Demba Diop,"1,00 mio. €"
Diego Moreira,"18,00 mio. €"
Sebastian Nanasi,"18,00 mio. €"
Félix Lemaréchal,"10,00 mio. €"
Tidiane Diallo,-
Óscar Perea,"2,00 mio. €"
Aboubacar Ali,200 K €
Dilane Bakwa,"25,00 mio. €"
Samuel Amo-Ameyaw,"4,00 mio. €"
Abdoul Ouattara,"1,20 mio. €"
Emanuel Emegha,"25,00 mio. €"
Milos Lukovic,"5,00 mio. €"
Sékou Mara,"5,00 mio. €"
Moïse Sahi Dion,"1,00 mio. €"
Brice Samba,"12,00 mio. €"
Doğan Alemdar,"1,50 mio. €"
Gauthier Gallon,800 K €
Leo Østigård,"10,00 mio. €"
Lilian Brassier,"10,00 mio. €"
Anthony Rouault,"10,00 mio. €"
Jérémy Jacquet,"10,00 mio. €"
Alidu Seidu,"9,00 mio. €"
Christopher Wooh,"6,00 mio. €"
Mikayil Faye,"6,00 mio. €"
Warmed Omari,"3,00 mio. €"
Mohamed Jaouab,800 K €
Abdelhamid Ait Boudlal,500 K €
Mahamadou Nagida,800 K €
Hans Hateboer,"2,50 mio. €"
Rayan Bamba,400 K €
Baptiste Santamaria,"7,00 mio. €"
Seko Fofana,"10,00 mio. €"
Jordan James,"8,00 mio. €"
Djaoui Cissé,"8,00 mio. €"
Glen Kamara,"5,00 mio. €"
Ayanda Sishuba,"1,50 mio. €"
Kazeem Olaigbe,"5,00 mio. €"
Ibrahim Salah,"3,00 mio. €"
Ludovic Blas,"18,00 mio. €"
Fabian Rieder,"6,00 mio. €"
Mousa Tamari,"6,00 mio. €"
Carlos Andrés Gómez,"4,00 mio. €"
Arnaud Kalimuendo,"22,00 mio. €"
Mohamed Kader Meïté,"5,00 mio. €"
Bertuğ Yıldırım,"2,00 mio. €"
Alan Do Marcolino,100 K €
Guillaume Restes,"20,00 mio. €"
Kjetil Haug,600 K €
Álex Domínguez,300 K €
Charlie Cresswell,"10,00 mio. €"
Mark McKenzie,"6,00 mio. €"
Rasmus Nicolaisen,"4,50 mio. €"
Jaydee Canvot,"4,00 mio. €"
Ylies Aradj,-
Warren Kamanzi,"2,00 mio. €"
Djibril Sidibé,"1,00 mio. €"
Cristian Cásseres Jr.,"6,00 mio. €"
Vincent Sierro,"4,00 mio. €"
Niklas Schmidt,"1,80 mio. €"
Rafik Messali,800 K €
Aron Dønnum,"4,00 mio. €"
Mario Sauer,"2,00 mio. €"
Mathis Saka,50 K €
Yann Gboho,"8,00 mio. €"
Ibrahim Cissoko,"1,50 mio. €"
Zakaria Aboukhlal,"12,00 mio. €"
Shavy Babicka,"2,50 mio. €"
Noah Edjouma,800 K €
Frank Magri,"3,00 mio. €"
Said Hamulic,400 K €
Matz Sels,"7,00 mio. €"
Carlos Miguel,"4,00 mio. €"
Matt Turner,"2,50 mio. €"
Murillo,"55,00 mio. €"
Nikola Milenković,"35,00 mio. €"
Morato,"14,00 mio. €"
Jair Cunha,"13,00 mio. €"
David Carmo,"10,00 mio. €"
Willy Boly,"1,50 mio. €"
Omar Richards,"2,50 mio. €"
Ola Aina,"22,00 mio. €"
Neco Williams,"20,00 mio. €"
Ibrahim Sangaré,"24,00 mio. €"
Marko Stamenic,"3,00 mio. €"
Elliot Anderson,"32,00 mio. €"
Nicolás Domínguez,"18,00 mio. €"
Ryan Yates,"12,00 mio. €"
Lewis O'Brien,"4,00 mio. €"
Eric da Silva Moreira,"1,00 mio. €"
Morgan Gibbs-White,"50,00 mio. €"
Callum Hudson-Odoi,"25,00 mio. €"
Jota Silva,"15,00 mio. €"
Josh Bowler,"1,00 mio. €"
Taiwo Awoniyi,"16,00 mio. €"
Igor Jesus,"15,00 mio. €"
Chris Wood,"10,00 mio. €"
Emmanuel Dennis,"2,50 mio. €"
Alphonse Areola,"9,00 mio. €"
